Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"152 COLORADO ST.",MUSCATINE,IA,52761,41.442433,-91.027062,1,range_interpolation,152,"Colorado St",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"600 KINDLER AVE.",MUSCATINE,IA,52761,41.428658,-91.071529,1,range_interpolation,600,"Kindler Ave",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"210 TAYLOR ST.",MUSCATINE,IA,52761,41.414186,-91.063425,1,range_interpolation,210,"Taylor St",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"705 BARRY AVE.",MUSCATINE,IA,52761,41.44008,-91.054834,1,range_interpolation,705,"Barry Ave",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"1820 1ST AVE.",MUSCATINE,IA,52761,41.444924,-91.034669,1,range_interpolation,1820,"1st Ave",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"901 CEDAR ST.",MUSCATINE,IA,52761,41.42801,-91.049146,1,range_interpolation,901,"Cedar St",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"102 3RD ST.",CONESVILLE,IA,52739,41.381802,-91.348626,0.6,street_center,,"3rd St",Conesville,IA,"Muscatine County",52739,US,"TIGER/Line® dataset from the US Census Bureau"
"429 IJEM AVE.",NICHOLS,IA,52766,41.481286,-91.307937,1,range_interpolation,429,"Ijem Ave",Nichols,IA,"Muscatine County",52766,US,"TIGER/Line® dataset from the US Census Bureau"
"2427 INDEPENDENCE AVE.",LETTS,IA,52754,41.385269,-91.214996,0.9,range_interpolation,2427,"Independence Ave",Letts,IA,"Muscatine County",52754,US,"TIGER/Line® dataset from the US Census Bureau"
"1002 CYPRESS ST.",WILTON,IA,52778,41.594902,-91.011152,1,range_interpolation,1002,"Cypress St",Wilton,IA,"Muscatine County",52778,US,"TIGER/Line® dataset from the US Census Bureau"
"1204 N. CALHOUN ST.","WEST LIBERTY",IA,52776,41.57897,-91.263482,1,range_interpolation,1204,"N Calhoun St","West Liberty",IA,"Muscatine County",52776,US,"TIGER/Line® dataset from the US Census Bureau"
"1204 N. CALHOUN ST.","WEST LIBERTY",IA,52776,41.57897,-91.263482,1,range_interpolation,1204,"N Calhoun St","West Liberty",IA,"Muscatine County",52776,US,"TIGER/Line® dataset from the US Census Bureau"
"149 COLORADO ST.",MUSCATINE,IA,52761,41.442732,-91.027022,1,range_interpolation,149,"Colorado St",Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
"1002 CYPRESS ST.",WILTON,IA,52778,41.594902,-91.011152,1,range_interpolation,1002,"Cypress St",Wilton,IA,"Muscatine County",52778,US,"TIGER/Line® dataset from the US Census Bureau"
"416 NINTH STREET",SHELDON,IA,51201,43.18017,-95.852443,1,range_interpolation,416,"9th St",Sheldon,IA,"O'Brien County",51201,US,"TIGER/Line® dataset from the US Census Bureau"
"225 MAIN STREET",SANBORN,IA,51248,43.181807,-95.655899,1,range_interpolation,225,"Main St",Sanborn,IA,"O'Brien County",51248,US,"TIGER/Line® dataset from the US Census Bureau"
"91 FIRST STREET SE",HARTLEY,IA,51346,43.180086,-95.475987,1,range_interpolation,91,"1st St SE",Hartley,IA,"O'Brien County",51346,US,"TIGER/Line® dataset from the US Census Bureau"
"416 NINTH STREET",SHELDON,IA,51201,43.18017,-95.852443,1,range_interpolation,416,"9th St",Sheldon,IA,"O'Brien County",51201,US,"TIGER/Line® dataset from the US Census Bureau"
"416 NINTH STREET",SHELDON,IA,51201,43.18017,-95.852443,1,range_interpolation,416,"9th St",Sheldon,IA,"O'Brien County",51201,US,"TIGER/Line® dataset from the US Census Bureau"
"416 NINTH STREET",SHELDON,IA,51201,43.18017,-95.852443,1,range_interpolation,416,"9th St",Sheldon,IA,"O'Brien County",51201,US,"TIGER/Line® dataset from the US Census Bureau"
"155 THIRD STREET NE",PRIMGHAR,IA,51245,43.088902,-95.627483,1,range_interpolation,155,"3rd St NE",Primghar,IA,"O'Brien County",51245,US,"TIGER/Line® dataset from the US Census Bureau"
"307 W GROESBECK STREET",PAULLINA,IA,51046,42.977933,-95.691871,0.9,range_interpolation,307,"W Groesbeck St",Paullina,IA,"O'Brien County",51046,US,"TIGER/Line® dataset from the US Census Bureau"
"509 S BEECH STREET",SUTHERLAND,IA,51058,42.969666,-95.49157,1,range_interpolation,509,"S Beech St",Sutherland,IA,"O'Brien County",51058,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"612 8TH ST",SIBLEY,IA,51249,43.40016,-95.744842,1,range_interpolation,612,"8th St",Sibley,IA,"Osceola County",51249,US,"TIGER/Line® dataset from the US Census Bureau"
"305 E GLEN MILLER DR",CLARINDA,IA,51632,40.728449,-95.035908,0.7,range_interpolation,305,"E Glenn Miller Dr",Clarinda,IA,"Page County",51632,US,"TIGER/Line® dataset from the US Census Bureau"
"305 E GLENN MILLER DRIVE",CLARINDA,IA,51632,40.728449,-95.035908,1,range_interpolation,305,"E Glenn Miller Dr",Clarinda,IA,"Page County",51632,US,"TIGER/Line® dataset from the US Census Bureau"
"111 FORBES ST",ESSEX,IA,51638,40.827171,-95.308691,1,range_interpolation,111,"Forbes St",Essex,IA,"Page County",51638,US,"TIGER/Line® dataset from the US Census Bureau"
"307 MAIN ST.",SHAMBAUGH,IA,51651,40.65832,-95.033823,1,range_interpolation,307,"Main St",Shambaugh,IA,"Page County",51651,US,"TIGER/Line® dataset from the US Census Bureau"
"506 DEPOT ST",COIN,IA,51636,40.661748,-95.230626,1,range_interpolation,506,"Depot St",Coin,IA,"Page County",51636,US,"TIGER/Line® dataset from the US Census Bureau"
"800 W SHERIDAN AVE",SHENANDOAH,IA,51601,40.766087,-95.375138,1,range_interpolation,800,"W Sheridan Ave",Shenandoah,IA,"Page County",51601,US,"TIGER/Line® dataset from the US Census Bureau"
"601 DR CREIGHTON CIR",SHENANDOAH,IA,51601,40.757654,-95.384634,0.5,street_center,,"Southwest Dr",Shenandoah,IA,"Page County",51601,US,"TIGER/Line® dataset from the US Census Bureau"
"601 DR CREIGHTON CIR",SHENANDOAH,IA,51601,40.757654,-95.384634,0.5,street_center,,"Southwest Dr",Shenandoah,IA,"Page County",51601,US,"TIGER/Line® dataset from the US Census Bureau"
"3200 COLLEGE DR",EMMETSBURG,IA,50536,43.126338,-94.693004,1,rooftop,3200,"College Dr",Emmetsburg,IA,"Palo Alto County",50536,US,"Palo Alto"
"3200 COLLEGE DR",EMMETSBURG,IA,50536,43.126338,-94.693004,1,rooftop,3200,"College Dr",Emmetsburg,IA,"Palo Alto County",50536,US,"Palo Alto"
"3200 COLLEGE DR",EMMETSBURG,IA,50536,43.126338,-94.693004,1,rooftop,3200,"College Dr",Emmetsburg,IA,"Palo Alto County",50536,US,"Palo Alto"
"3200 COLLEGE DR",EMMETSBURG,IA,50536,43.126338,-94.693004,1,rooftop,3200,"College Dr",Emmetsburg,IA,"Palo Alto County",50536,US,"Palo Alto"
"1503 ROLLING ST",RUTHVEN,IA,51358,43.12938,-94.899673,1,rooftop,1503,"Rolling St",Ruthven,IA,"Palo Alto County",51358,US,"Palo Alto"
"316 S BROADWAY AVE","WEST BEND",IA,50597,42.957387,-94.445068,1,rooftop,316,"S Broadway Ave","West Bend",IA,"Palo Alto County",50597,US,"Palo Alto"
"850 KERR DRIVE",AKRON,IA,51001,42.83148,-96.551491,1,range_interpolation,850,"Kerr Dr",Akron,IA,"Plymouth County",51001,US,"TIGER/Line® dataset from the US Census Bureau"
"511 ROOSEVELT ST",REMSEN,IA,51050,42.759467,-95.938344,0.2,street_center,,"Roosevelt Ave",Remsen,IA,"Plymouth County",51050,US,"TIGER/Line® dataset from the US Census Bureau"
"305 OAK STREET",BRUNSVILLE,IA,51008,42.809586,-96.268856,0.6,street_center,,"Oak St",Brunsville,IA,"Plymouth County",51008,US,"TIGER/Line® dataset from the US Census Bureau"
"977 3RD AVENUE SW","LE MARS",IA,51031,42.783274,-96.170956,1,range_interpolation,977,"3rd Ave SW","Le Mars",IA,"Plymouth County",51031,US,"TIGER/Line® dataset from the US Census Bureau"
"205 W. MAIN STREET",HINTON,IA,51024,42.626765,-96.293669,1,range_interpolation,205,"W Main St",Hinton,IA,"Plymouth County",51024,US,"TIGER/Line® dataset from the US Census Bureau"
"322 QUEST AVENUE",KINGSLEY,IA,51028,42.576671,-95.977867,0.9,range_interpolation,322,"Quest Ave",Kingsley,IA,"Plymouth County",51028,US,"TIGER/Line® dataset from the US Census Bureau"
"608 MAIN STREET",MERRILL,IA,51038,42.720094,-96.254818,0.9,range_interpolation,608,"Main St",Merrill,IA,"Plymouth County",51038,US,"TIGER/Line® dataset from the US Census Bureau"
"935 PARK LANE","LE MARS",IA,51031,42.802854,-96.158229,1,range_interpolation,935,"Park Ln","Le Mars",IA,"Plymouth County",51031,US,"TIGER/Line® dataset from the US Census Bureau"
"921 3RD AVENUE SW","LE MARS",IA,51031,42.782378,-96.170956,1,range_interpolation,921,"3rd Ave SW","Le Mars",IA,"Plymouth County",51031,US,"TIGER/Line® dataset from the US Census Bureau"
"921 3RD AVENUE SW","LE MARS",IA,51031,42.782378,-96.170956,1,range_interpolation,921,"3rd Ave SW","Le Mars",IA,"Plymouth County",51031,US,"TIGER/Line® dataset from the US Census Bureau"
"22504 C60",HINTON,IA,51024,42.634035,-96.372813,1,range_interpolation,22504,C60,Hinton,IA,"Plymouth County",51024,US,"TIGER/Line® dataset from the US Census Bureau"
"511 ROOSEVELT ST",REMSEN,IA,51050,42.759467,-95.938344,0.2,street_center,,"Roosevelt Ave",Remsen,IA,"Plymouth County",51050,US,"TIGER/Line® dataset from the US Census Bureau"
"215 LINDEN ST",WESTFIELD,IA,51062,42.755548,-96.601926,1,range_interpolation,215,"Linden St",Westfield,IA,"Plymouth County",51062,US,"TIGER/Line® dataset from the US Census Bureau"
"702 NW 7TH ST",POCAHONTAS,IA,50574,42.743023,-94.678801,1,rooftop,702,"NW 7th St",Pocahontas,IA,"Pocahontas County",50574,US,Pocahontas
"119 N MAIN ST",FONDA,IA,50540,42.581125,-94.846214,1,rooftop,119,"N Main St",Fonda,IA,"Pocahontas County",50540,US,Pocahontas
"319 GARFIELD",ROLFE,IA,50581,42.813796,-94.527714,1,range_interpolation,319,"State Hwy 15",Rolfe,IA,"Pocahontas County",50581,US,"TIGER/Line® dataset from the US Census Bureau"
"702 NW 7TH ST",POCAHONTAS,IA,50574,42.743023,-94.678801,1,rooftop,702,"NW 7th St",Pocahontas,IA,"Pocahontas County",50574,US,Pocahontas
"205 2ND AVE NW",POCAHONTAS,IA,50574,42.73434,-94.674151,1,rooftop,205,"2nd Ave NW",Pocahontas,IA,"Pocahontas County",50574,US,Pocahontas
"205 2ND AVE NW",POCAHONTAS,IA,50574,42.73434,-94.674151,1,rooftop,205,"2nd Ave NW",Pocahontas,IA,"Pocahontas County",50574,US,Pocahontas
"300 W GARFIELD",LAURENS,IA,50554,42.851999,-94.850727,1,rooftop,300,"W Garfield St",Laurens,IA,"Pocahontas County",50554,US,Pocahontas
"315 NE 141ST AVE",ALLEMAN,IA,50007,41.817976,-93.61396,1,rooftop,315,"NE 141st Ave",Alleman,IA,"Polk County",50007,US,Polk
"5701 SE 66TH PL",CARLISLE,IA,50047,41.52192,-93.49925,1,rooftop,5701,"SE 66th Pl",Carlisle,IA,"Polk County",50047,US,Polk
"910 7TH AVE SE",ALTOONA,IA,50009,41.641784,-93.458617,1,rooftop,910,"7th Ave SE",Altoona,IA,"Polk County",50009,US,Polk
"910 7TH AVE SE",ALTOONA,IA,50009,41.641784,-93.458617,1,rooftop,910,"7th Ave SE",Altoona,IA,"Polk County",50009,US,Polk
"300 17TH AVE SW",ALTOONA,IA,50009,41.649347,-93.483677,1,range_interpolation,300,"17th Ave SW",Altoona,IA,"Polk County",50009,US,"TIGER/Line® dataset from the US Census Bureau"
"8325 NE UNIVERSITY AVE","PLEASANT HILL",IA,50327,41.598993,-93.438298,1,rooftop,8325,"NE University Ave","Pleasant Hill",IA,"Polk County",50327,US,Polk
"301 6TH ST SW",ALTOONA,IA,50009,41.647248,-93.467903,1,rooftop,301,"6th St SW",Altoona,IA,"Polk County",50009,US,Polk
"1020 SW CHERRY ST",ANKENY,IA,50023,41.721266,-93.610033,1,rooftop,1020,"SW Cherry St",Ankeny,IA,"Polk County",50023,US,Polk
"2600 NW ASH DRIVE",ANKENY,IA,50023,41.753486,-93.612079,1,rooftop,2600,"NW Ash Dr",Ankeny,IA,"Polk County",50023,US,Polk
"1350 SW VINTAGE PKWY",ANKENY,IA,50023,41.711725,-93.617993,1,rooftop,1350,"SW Vintage Pkwy",Ankeny,IA,"Polk County",50023,US,Polk
"1900 NW 4TH ST",ANKENY,IA,50023,41.737032,-93.624408,1,rooftop,1900,"NW 4th St",Ankeny,IA,"Polk County",50023,US,Polk
"2405 SE CREEKVIEW DR",ANKENY,IA,50023,41.704902,-93.568902,0.9,rooftop,2405,"SE Creekview Dr",Ankeny,IA,"Polk County",50021,US,Polk
"1850 SW COLLEGE AVE",ANKENY,IA,50023,41.71252,-93.63011,1,rooftop,1850,"SW College Ave",Ankeny,IA,"Polk County",50023,US,Polk
"1055 SW PRARIE TRAIL PKWY",ANKENY,IA,50023,41.711487,-93.612749,0.9,rooftop,1055,"SW Prairie Trail Pkwy",Ankeny,IA,"Polk County",50023,US,Polk
"710 NE 36TH ST",ANKENY,IA,50021,41.762294,-93.587389,1,rooftop,710,"NE 36th St",Ankeny,IA,"Polk County",50021,US,Polk
"1705 NE TRILEIN DR",ANKENY,IA,50021,41.745521,-93.588921,1,rooftop,1705,"NE Trilein Dr",Ankeny,IA,"Polk County",50021,US,Polk
"3800 NW ABILENE BLVD",ANKENY,IA,50023,41.763027,-93.627695,1,rooftop,3800,"NW Abilene Rd",Ankeny,IA,"Polk County",50023,US,Polk
"710 SE 3RD ST",ANKENY,IA,50023,41.730308,-93.590019,0.9,rooftop,710,"SE 3rd St",Ankeny,IA,"Polk County",50021,US,Polk
"1005 SE TRILEIN DR",ANKENY,IA,50021,41.720033,-93.589623,1,rooftop,1005,"SE Trilein Dr",Ankeny,IA,"Polk County",50021,US,Polk
"2006 S ANKENY BLVD",ANKENY,IA,50023,41.706888,-93.610666,1,rooftop,2006,"S Ankeny Blvd",Ankeny,IA,"Polk County",50023,US,Polk
"2920 NW 9TH ST",ANKENY,IA,50023,41.738418,-93.6382,1,rooftop,2920,"NW 9th St",Ankeny,IA,"Polk County",50023,US,Polk
"2006 S ANKENY BLVD",ANKENY,IA,50023,41.706888,-93.610666,1,rooftop,2006,"S Ankeny Blvd",Ankeny,IA,"Polk County",50023,US,Polk
"700 GARFIELD ST SW",BONDURANT,IA,50035,41.693711,-93.466493,1,rooftop,700,"Garfield St SW",Bondurant,IA,"Polk County",50035,US,Polk
"700 GARFIELD ST SW",BONDURANT,IA,50035,41.693711,-93.466493,1,rooftop,700,"Garfield St SW",Bondurant,IA,"Polk County",50035,US,Polk
"8325 NE UNIVERSITY AVE","PLEASANT HILL",IA,50327,41.598993,-93.438298,1,rooftop,8325,"NE University Ave","Pleasant Hill",IA,"Polk County",50327,US,Polk
"8505 HARBACH BLVD",CLIVE,IA,50325,41.608073,-93.734473,1,rooftop,8505,"Harbach Blvd",Clive,IA,"Polk County",50325,US,Polk
"8355 FRANKLIN AVE",CLIVE,IA,50325,41.612074,-93.732925,1,rooftop,8355,"Franklin Ave",Clive,IA,"Polk County",50325,US,Polk
"9401 INDIAN HILLS DR",CLIVE,IA,50325,41.603364,-93.748005,1,rooftop,9401,"Indian Hills Dr",Clive,IA,"Polk County",50325,US,Polk
"14300 HICKMAN RD",CLIVE,IA,50325,41.614149,-93.815792,1,rooftop,14300,"Hickman Rd",Clive,IA,"Dallas County",50325,US,Polk
"2910 SW APPLEWOOD ST",ANKENY,IA,50023,41.699609,-93.634987,1,rooftop,2910,"SW Applewood St",Ankeny,IA,"Polk County",50023,US,Polk
"406 SW SCHOOL ST",ANKENY,IA,50023,41.727973,-93.603671,1,rooftop,406,"SW School St",Ankeny,IA,"Polk County",50023,US,Polk
"2006 S ANKENY BLVD","DES MOINES",IA,50313,41.598825,-93.581755,0.9,range_interpolation,2006,"S Ankeny Blvd","Des Moines",IA,"Polk County",50317,US,"TIGER/Line® dataset from the US Census Bureau"
"4401 E 46TH ST","DES MOINES",IA,50317,41.639674,-93.521666,1,rooftop,4401,"E 46th St","Des Moines",IA,"Polk County",50317,US,Polk
"2900 E 42ND ST","DES MOINES",IA,50317,41.620625,-93.532866,1,rooftop,2900,"E 42nd St","Des Moines",IA,"Polk County",50317,US,Polk
"3929 BELL AIRE RD","DES MOINES",IA,50310,41.640396,-93.671342,1,rooftop,3929,"Bel Aire Rd","Des Moines",IA,"Polk County",50310,US,Polk
"4827 MADISON AVE","DES MOINES",IA,50310,41.633161,-93.684992,1,rooftop,4827,"Madison Ave","Des Moines",IA,"Polk County",50310,US,Polk
"3716 50TH ST","DES MOINES",IA,50310,41.628758,-93.687882,1,range_interpolation,3716,"50th St","Des Moines",IA,"Polk County",50310,US,"TIGER/Line® dataset from the US Census Bureau"
"3716 50TH ST","DES MOINES",IA,50310,41.628758,-93.687882,1,range_interpolation,3716,"50th St","Des Moines",IA,"Polk County",50310,US,"TIGER/Line® dataset from the US Census Bureau"
"2401 56TH ST","DES MOINES",IA,50310,41.616063,-93.693956,1,rooftop,2401,"56th St","Des Moines",IA,"Polk County",50310,US,Polk
"4801 FRANKLIN AVE","DES MOINES",IA,50310,41.611691,-93.683295,1,rooftop,4801,"Franklin Ave","Des Moines",IA,"Polk County",50310,US,Polk
"4800 AURORA AVE","DES MOINES",IA,50310,41.636137,-93.683525,1,rooftop,4800,"Aurora Ave","Des Moines",IA,"Polk County",50310,US,Polk
"2309 EUCLID AVE","DES MOINES",IA,50310,41.629106,-93.647768,1,rooftop,2309,"Euclid Ave","Des Moines",IA,"Polk County",50310,US,Polk
"203 E EUCLID AVE","DES MOINES",IA,50313,41.627272,-93.615728,1,rooftop,203,"E Euclid Ave","Des Moines",IA,"Polk County",50313,US,Polk
"501 HOLCOMB AVE","DES MOINES",IA,50313,41.61734,-93.623177,1,rooftop,501,"Holcomb Ave","Des Moines",IA,"Polk County",50313,US,Polk
"2700 E 42ND ST","DES MOINES",IA,50317,41.619579,-93.532847,1,rooftop,2700,"E 42nd St","Des Moines",IA,"Polk County",50317,US,Polk
"203 E EUCLID AVE","DES MOINES",IA,50313,41.627272,-93.615728,1,rooftop,203,"E Euclid Ave","Des Moines",IA,"Polk County",50313,US,Polk
"3101 E 12TH ST","DES MOINES",IA,50316,41.62345,-93.604434,1,rooftop,3101,"E 12th St","Des Moines",IA,"Polk County",50316,US,Polk
"705 E UNIVERSITY AVE","DES MOINES",IA,50316,41.599271,-93.610884,1,rooftop,705,"E University Ave","Des Moines",IA,"Polk County",50316,US,Polk
"815 E 13TH ST","DES MOINES",IA,50316,41.596706,-93.601282,1,rooftop,815,"E 13th St","Des Moines",IA,"Polk County",50316,US,Polk
"2820 E 24TH ST","DES MOINES",IA,50317,41.621824,-93.573969,1,rooftop,2820,"E 24th St","Des Moines",IA,"Polk County",50317,US,Polk
"2820 E 24TH ST","DES MOINES",IA,50317,41.621824,-93.573969,1,rooftop,2820,"E 24th St","Des Moines",IA,"Polk County",50317,US,Polk
"1411 E 33RD ST","DES MOINES",IA,50317,41.605329,-93.550837,1,rooftop,1411,"E 33rd St","Des Moines",IA,"Polk County",50317,US,Polk
"3100 EASTON BLVD","DES MOINES",IA,50317,41.611878,-93.556373,1,rooftop,3100,"Easton Blvd","Des Moines",IA,"Polk County",50317,US,Polk
"2700 E 42ND ST","DES MOINES",IA,50317,41.619579,-93.532847,1,rooftop,2700,"E 42nd St","Des Moines",IA,"Polk County",50317,US,Polk
"4401 E 46TH ST","DES MOINES",IA,50317,41.639674,-93.521666,1,rooftop,4401,"E 46th St","Des Moines",IA,"Polk County",50317,US,Polk
"3300 E 29TH ST","DES MOINES",IA,50317,41.625011,-93.562236,1,rooftop,3300,"E 29th St","Des Moines",IA,"Polk County",50317,US,Polk
"2116 E 39TH ST","DES MOINES",IA,50317,41.613955,-93.539931,1,rooftop,2116,"E 39th St","Des Moines",IA,"Polk County",50317,US,Polk
"2941 DEAN AVE","DES MOINES",IA,50317,41.590959,-93.559042,1,rooftop,2941,"Dean Ave","Des Moines",IA,"Polk County",50317,US,Polk
"815 E 13TH ST","DES MOINES",IA,50316,41.596706,-93.601282,1,rooftop,815,"E 13th St","Des Moines",IA,"Polk County",50316,US,Polk
"815 E 13TH ST","DES MOINES",IA,50316,41.596706,-93.601282,1,rooftop,815,"E 13th St","Des Moines",IA,"Polk County",50316,US,Polk
"1214 E 15TH ST","DES MOINES",IA,50316,41.601352,-93.598079,1,rooftop,1214,"E 15th St","Des Moines",IA,"Polk County",50316,US,Polk
"1541 8TH ST","DES MOINES",IA,50314,41.607166,-93.627887,1,rooftop,1541,"8th St","Des Moines",IA,"Polk County",50314,US,Polk
"1849 FOREST AVE","DES MOINES",IA,50314,41.604557,-93.642018,1,rooftop,1849,"Forest Ave","Des Moines",IA,"Polk County",50314,US,Polk
"1849 FOREST AVE","DES MOINES",IA,50314,41.604557,-93.642018,1,rooftop,1849,"Forest Ave","Des Moines",IA,"Polk County",50314,US,Polk
"2507 UNIVERSITY AVE","DES MOINES",IA,50311,41.600473,-93.651544,1,rooftop,2507,"University Ave","Des Moines",IA,"Polk County",50311,US,Polk
"4801 FRANKLIN AVE","DES MOINES",IA,50310,41.611691,-93.683295,1,rooftop,4801,"Franklin Ave","Des Moines",IA,"Polk County",50310,US,Polk
"1555 1ST AVE N",ALTOONA,IA,50009,41.665133,-93.462999,1,rooftop,1555,"1st Ave N",Altoona,IA,"Polk County",50009,US,Polk
"2250 30TH ST","DES MOINES",IA,50310,41.614594,-93.658812,1,rooftop,2250,"30th St","Des Moines",IA,"Polk County",50310,US,Polk
"2601 FOREST AVE","DES MOINES",IA,50310,41.604209,-93.652211,0.9,rooftop,2601,"Forest Ave","Des Moines",IA,"Polk County",50311,US,Polk
